Id,SalePrice
1461,122935.0
1462,153903.0
1463,174091.0
1464,182726.0
1465,195332.0
1466,183347.0
1467,164694.0
1468,174804.0
1469,181835.0
1470,119241.0
1471,200323.0
1472,94224.0
1473,94266.0
1474,157713.0
1475,154247.0
1476,351404.0
1477,250524.0
1478,296870.0
1479,275614.0
1480,406071.0
1481,309089.0
1482,210042.0
1483,175910.0
1484,173911.0
1485,169581.0
1486,201877.0
1487,315631.0
1488,234252.0
1489,194238.0
1490,187599.0
1491,194754.0
1492,97395.0
1493,176412.0
1494,299768.0
1495,303591.0
1496,228754.0
1497,175575.0
1498,154446.0
1499,154339.0
1500,151050.0
1501,171900.0
1502,155987.0
1503,289059.0
1504,224398.0
1505,217159.0
1506,176124.0
1507,211443.0
1508,199758.0
1509,163025.0
1510,147779.0
1511,148480.0
1512,162920.0
1513,154889.0
1514,158002.0
1515,167519.0
1516,161879.0
1517,151198.0
1518,127229.0
1519,222851.0
1520,136297.0
1521,143328.0
1522,164257.0
1523,117391.0
1524,123342.0
1525,125501.0
1526,126551.0
1527,94906.0
1528,133306.0
1529,142005.0
1530,169722.0
1531,118167.0
1532,112032.0
1533,139312.0
1534,117950.0
1535,156866.0
1536,115285.0
1537,72354.0
1538,190294.0
1539,220961.0
1540,110219.0
1541,144479.0
1542,141726.0
1543,223020.0
1544,75021.0
1545,104925.0
1546,118985.0
1547,133027.0
1548,127544.0
1549,109926.0
1550,140307.0
1551,118293.0
1552,130980.0
1553,138139.0
1554,116778.0
1555,164472.0
1556,96348.0
1557,125271.0
1558,90497.0
1559,104722.0
1560,149052.0
1561,134637.0
1562,126036.0
1563,122456.0
1564,159764.0
1565,154395.0
1566,211868.0
1567,70982.0
1568,221490.0
1569,125623.0
1570,117156.0
1571,128347.0
1572,145147.0
1573,240993.0
1574,131335.0
1575,206263.0
1576,210282.0
1577,194017.0
1578,154665.0
1579,143422.0
1580,191369.0
1581,137556.0
1582,127992.0
1583,328308.0
1584,234648.0
1585,141327.0
1586,66702.0
1587,101780.0
1588,149931.0
1589,98094.0
1590,132962.0
1591,110439.0
1592,121525.0
1593,115337.0
1594,116528.0
1595,120935.0
1596,234509.0
1597,149686.0
1598,180792.0
1599,184712.0
1600,184367.0
1601,79774.0
1602,102532.0
1603,94357.0
1604,281137.0
1605,248195.0
1606,169214.0
1607,158566.0
1608,207119.0
1609,188152.0
1610,153467.0
1611,145817.0
1612,153608.0
1613,160421.0
1614,124735.0
1615,90095.0
1616,85528.0
1617,89519.0
1618,126254.0
1619,131956.0
1620,141002.0
1621,141760.0
1622,148146.0
1623,286664.0
1624,211054.0
1625,120750.0
1626,169445.0
1627,186403.0
1628,292547.0
1629,176196.0
1630,319382.0
1631,221098.0
1632,248093.0
1633,167933.0
1634,181189.0
1635,178192.0
1636,157053.0
1637,173268.0
1638,214726.0
1639,177421.0
1640,255553.0
1641,182460.0
1642,216515.0
1643,222380.0
1644,218440.0
1645,173498.0
1646,154219.0
1647,156600.0
1648,135872.0
1649,136730.0
1650,121620.0
1651,121977.0
1652,94353.0
1653,96233.0
1654,155849.0
1655,157735.0
1656,155138.0
1657,156247.0
1658,154268.0
1659,155590.0
1660,145343.0
1661,393534.0
1662,366093.0
1663,362528.0
1664,402721.0
1665,300128.0
1666,323047.0
1667,351595.0
1668,324238.0
1669,297248.0
1670,329482.0
1671,257608.0
1672,379013.0
1673,293243.0
1674,244439.0
1675,182252.0
1676,182946.0
1677,210660.0
1678,399842.0
1679,368054.0
1680,297625.0
1681,243638.0
1682,306006.0
1683,187306.0
1684,173419.0
1685,174200.0
1686,172713.0
1687,166240.0
1688,191161.0
1689,192197.0
1690,188077.0
1691,173233.0
1692,270147.0
1693,167847.0
1694,183692.0
1695,167582.0
1696,270544.0
1697,167191.0
1698,336606.0
1699,309768.0
1700,235220.0
1701,264892.0
1702,252041.0
1703,246573.0
1704,297098.0
1705,228149.0
1706,374884.0
1707,204569.0
1708,202177.0
1709,272501.0
1710,214100.0
1711,255493.0
1712,245545.0
1713,249934.0
1714,224085.0
1715,199965.0
1716,189583.0
1717,175924.0
1718,139608.0
1719,208293.0
1720,248279.0
1721,180247.0
1722,132378.0
1723,157744.0
1724,206747.0
1725,233831.0
1726,185342.0
1727,171311.0
1728,188933.0
1729,167036.0
1730,158507.0
1731,126025.0
1732,131076.0
1733,118772.0
1734,129670.0
1735,131062.0
1736,118115.0
1737,338346.0
1738,216007.0
1739,271341.0
1740,178659.0
1741,168121.0
1742,172318.0
1743,168066.0
1744,295555.0
1745,235577.0
1746,247543.0
1747,212045.0
1748,197257.0
1749,160758.0
1750,147872.0
1751,229825.0
1752,121614.0
1753,142809.0
1754,214558.0
1755,168780.0
1756,123241.0
1757,118317.0
1758,140136.0
1759,165703.0
1760,157775.0
1761,154350.0
1762,161963.0
1763,169606.0
1764,116094.0
1765,167883.0
1766,167993.0
1767,199313.0
1768,139769.0
1769,162896.0
1770,137544.0
1771,134765.0
1772,135444.0
1773,135261.0
1774,128267.0
1775,134204.0
1776,116166.0
1777,114907.0
1778,131640.0
1779,107980.0
1780,175944.0
1781,132600.0
1782,92805.0
1783,132478.0
1784,93407.0
1785,114104.0
1786,140066.0
1787,168379.0
1788,60412.0
1789,90632.0
1790,78993.0
1791,153396.0
1792,150900.0
1793,135512.0
1794,142312.0
1795,141335.0
1796,111556.0
1797,119232.0
1798,122966.0
1799,114429.0
1800,116235.0
1801,128771.0
1802,156927.0
1803,154270.0
1804,141237.0
1805,134461.0
1806,119432.0
1807,143358.0
1808,120928.0
1809,123727.0
1810,140628.0
1811,102942.0
1812,115835.0
1813,123734.0
1814,98918.0
1815,60413.0
1816,97361.0
1817,111469.0
1818,127325.0
1819,116015.0
1820,78417.0
1821,119624.0
1822,145482.0
1823,60977.0
1824,129812.0
1825,128812.0
1826,97035.0
1827,106900.0
1828,133122.0
1829,110326.0
1830,142051.0
1831,177088.0
1832,112361.0
1833,139781.0
1834,121752.0
1835,182303.0
1836,123896.0
1837,103436.0
1838,132131.0
1839,83844.0
1840,156186.0
1841,148901.0
1842,87967.0
1843,137518.0
1844,127576.0
1845,131643.0
1846,150236.0
1847,139161.0
1848,62297.0
1849,117087.0
1850,125398.0
1851,148380.0
1852,130168.0
1853,132236.0
1854,179698.0
1855,152071.0
1856,225533.0
1857,155255.0
1858,133123.0
1859,125588.0
1860,152498.0
1861,125431.0
1862,267003.0
1863,263267.0
1864,263319.0
1865,320098.0
1866,324709.0
1867,233745.0
1868,301871.0
1869,193635.0
1870,241892.0
1871,248593.0
1872,172309.0
1873,226646.0
1874,135481.0
1875,205093.0
1876,192485.0
1877,205969.0
1878,214900.0
1879,130008.0
1880,136842.0
1881,240688.0
1882,261882.0
1883,196497.0
1884,214641.0
1885,261806.0
1886,304139.0
1887,201516.0
1888,279609.0
1889,167923.0
1890,130118.0
1891,137147.0
1892,110879.0
1893,136264.0
1894,127871.0
1895,147039.0
1896,128277.0
1897,117147.0
1898,111509.0
1899,128675.0
1900,153896.0
1901,159513.0
1902,137017.0
1903,227337.0
1904,132917.0
1905,169868.0
1906,146967.0
1907,194078.0
1908,110284.0
1909,138924.0
1910,129045.0
1911,191794.0
1912,270272.0
1913,135934.0
1914,65755.0
1915,296326.0
1916,66839.0
1917,265329.0
1918,133847.0
1919,158177.0
1920,153599.0
1921,377708.0
1922,314418.0
1923,198073.0
1924,231410.0
1925,226902.0
1926,371335.0
1927,136715.0
1928,161447.0
1929,123773.0
1930,111082.0
1931,138475.0
1932,139955.0
1933,168042.0
1934,181275.0
1935,175680.0
1936,187867.0
1937,183777.0
1938,165696.0
1939,249447.0
1940,194932.0
1941,178092.0
1942,195416.0
1943,200198.0
1944,310263.0
1945,364256.0
1946,155389.0
1947,300312.0
1948,161227.0
1949,247901.0
1950,180357.0
1951,272652.0
1952,239915.0
1953,166020.0
1954,202023.0
1955,134698.0
1956,283118.0
1957,164218.0
1958,322013.0
1959,138696.0
1960,115817.0
1961,120099.0
1962,97543.0
1963,99634.0
1964,113444.0
1965,153683.0
1966,156838.0
1967,293580.0
1968,374403.0
1969,376559.0
1970,398968.0
1971,380736.0
1972,354544.0
1973,265930.0
1974,314611.0
1975,389590.0
1976,278982.0
1977,356229.0
1978,338033.0
1979,313916.0
1980,197602.0
1981,336559.0
1982,220647.0
1983,209044.0
1984,167941.0
1985,206297.0
1986,201210.0
1987,177858.0
1988,177477.0
1989,192976.0
1990,221463.0
1991,211694.0
1992,218719.0
1993,172359.0
1994,251943.0
1995,185874.0
1996,258245.0
1997,323808.0
1998,337491.0
1999,242687.0
2000,309805.0
2001,254977.0
2002,242173.0
2003,245546.0
2004,258227.0
2005,233655.0
2006,214311.0
2007,247197.0
2008,199103.0
2009,190861.0
2010,195341.0
2011,145785.0
2012,181216.0
2013,181343.0
2014,191092.0
2015,199951.0
2016,189995.0
2017,205677.0
2018,122800.0
2019,129577.0
2020,118829.0
2021,114257.0
2022,177554.0
2023,153710.0
2024,209251.0
2025,324062.0
2026,176289.0
2027,148338.0
2028,156688.0
2029,170256.0
2030,275336.0
2031,236869.0
2032,252999.0
2033,265237.0
2034,163894.0
2035,204992.0
2036,193868.0
2037,198905.0
2038,265407.0
2039,207154.0
2040,339184.0
2041,260358.0
2042,206971.0
2043,167420.0
2044,166535.0
2045,224708.0
2046,133663.0
2047,151726.0
2048,132845.0
2049,132182.0
2050,174362.0
2051,100661.0
2052,132262.0
2053,145917.0
2054,86749.0
2055,155181.0
2056,125508.0
2057,127926.0
2058,213639.0
2059,130614.0
2060,156409.0
2061,175118.0
2062,136061.0
2063,110050.0
2064,138945.0
2065,124667.0
2066,165099.0
2067,122884.0
2068,132986.0
2069,82332.0
2070,111047.0
2071,86933.0
2072,137269.0
2073,139255.0
2074,178089.0
2075,144868.0
2076,121573.0
2077,145768.0
2078,128511.0
2079,135378.0
2080,114636.0
2081,128131.0
2082,128574.0
2083,146692.0
2084,110633.0
2085,129074.0
2086,101003.0
2087,126361.0
2088,108629.0
2089,88389.0
2090,127134.0
2091,122536.0
2092,127731.0
2093,135943.0
2094,152540.0
2095,143768.0
2096,82750.0
2097,99487.0
2098,145434.0
2099,61486.0
2100,107181.0
2101,122096.0
2102,147027.0
2103,101370.0
2104,128046.0
2105,122644.0
2106,79687.0
2107,251982.0
2108,116062.0
2109,116479.0
2110,125303.0
2111,152967.0
2112,133067.0
2113,116092.0
2114,112788.0
2115,146394.0
2116,113373.0
2117,134874.0
2118,117219.0
2119,109200.0
2120,110993.0
2121,110080.0
2122,104106.0
2123,86595.0
2124,194711.0
2125,130458.0
2126,161765.0
2127,139042.0
2128,123792.0
2129,101713.0
2130,142656.0
2131,152733.0
2132,119479.0
2133,114689.0
2134,117103.0
2135,100742.0
2136,81949.0
2137,117018.0
2138,138498.0
2139,150905.0
2140,137669.0
2141,129525.0
2142,132276.0
2143,139228.0
2144,117905.0
2145,135198.0
2146,148091.0
2147,159509.0
2148,129397.0
2149,134383.0
2150,230046.0
2151,146121.0
2152,159871.0
2153,154688.0
2154,117457.0
2155,132507.0
2156,209831.0
2157,242290.0
2158,237865.0
2159,210051.0
2160,171720.0
2161,240168.0
2162,366904.0
2163,343377.0
2164,250263.0
2165,176109.0
2166,144892.0
2167,204484.0
2168,209787.0
2169,195103.0
2170,216433.0
2171,146369.0
2172,140599.0
2173,149275.0
2174,241240.0
2175,312618.0
2176,321572.0
2177,258280.0
2178,213891.0
2179,143068.0
2180,164816.0
2181,193684.0
2182,225831.0
2183,198420.0
2184,138873.0
2185,123808.0
2186,147970.0
2187,144355.0
2188,157599.0
2189,166315.0
2190,86893.0
2191,89108.0
2192,88624.0
2193,101891.0
2194,106901.0
2195,114636.0
2196,104252.0
2197,114882.0
2198,153883.0
2199,158544.0
2200,126423.0
2201,136040.0
2202,198514.0
2203,157793.0
2204,167033.0
2205,110532.0
2206,127702.0
2207,203968.0
2208,224269.0
2209,177416.0
2210,116198.0
2211,112627.0
2212,110438.0
2213,111204.0
2214,127902.0
2215,98594.0
2216,142575.0
2217,70401.0
2218,94766.0
2219,81211.0
2220,87323.0
2221,297956.0
2222,238653.0
2223,264913.0
2224,212983.0
2225,134578.0
2226,169281.0
2227,196250.0
2228,279960.0
2229,225818.0
2230,154213.0
2231,205968.0
2232,179092.0
2233,178152.0
2234,250810.0
2235,196922.0
2236,276810.0
2237,349133.0
2238,199631.0
2239,126939.0
2240,158106.0
2241,142946.0
2242,138512.0
2243,127153.0
2244,95550.0
2245,92468.0
2246,146952.0
2247,104707.0
2248,125191.0
2249,125565.0
2250,136188.0
2251,119680.0
2252,175352.0
2253,160318.0
2254,180413.0
2255,192533.0
2256,181896.0
2257,187757.0
2258,172168.0
2259,179282.0
2260,152651.0
2261,187971.0
2262,209004.0
2263,323467.0
2264,396072.0
2265,161309.0
2266,274017.0
2267,326931.0
2268,368270.0
2269,166753.0
2270,180005.0
2271,248932.0
2272,203179.0
2273,164521.0
2274,176220.0
2275,159322.0
2276,167516.0
2277,182689.0
2278,152629.0
2279,121854.0
2280,116510.0
2281,176093.0
2282,178893.0
2283,98540.0
2284,107728.0
2285,160659.0
2286,129303.0
2287,342549.0
2288,263101.0
2289,362446.0
2290,416899.0
2291,307191.0
2292,388087.0
2293,400594.0
2294,374761.0
2295,411517.0
2296,275402.0
2297,301579.0
2298,316094.0
2299,337653.0
2300,327886.0
2301,269155.0
2302,237787.0
2303,240225.0
2304,244702.0
2305,175614.0
2306,177074.0
2307,182559.0
2308,223824.0
2309,277616.0
2310,208524.0
2311,197592.0
2312,177481.0
2313,174082.0
2314,176005.0
2315,172524.0
2316,185559.0
2317,181772.0
2318,173745.0
2319,176470.0
2320,179653.0
2321,248702.0
2322,176613.0
2323,182110.0
2324,168126.0
2325,225393.0
2326,166342.0
2327,215776.0
2328,223548.0
2329,186104.0
2330,179512.0
2331,341032.0
2332,350747.0
2333,318006.0
2334,261163.0
2335,262699.0
2336,328821.0
2337,202205.0
2338,283571.0
2339,238822.0
2340,380826.0
2341,225431.0
2342,245463.0
2343,221162.0
2344,240072.0
2345,235602.0
2346,210695.0
2347,197601.0
2348,217895.0
2349,152984.0
2350,272120.0
2351,245181.0
2352,247812.0
2353,196780.0
2354,129180.0
2355,178878.0
2356,154113.0
2357,200526.0
2358,199472.0
2359,125153.0
2360,120832.0
2361,137838.0
2362,278614.0
2363,143664.0
2364,151389.0
2365,214038.0
2366,190422.0
2367,225718.0
2368,201411.0
2369,224820.0
2370,167755.0
2371,170620.0
2372,188969.0
2373,268332.0
2374,278663.0
2375,243843.0
2376,272522.0
2377,319340.0
2378,133483.0
2379,190023.0
2380,142893.0
2381,163025.0
2382,183074.0
2383,219795.0
2384,237991.0
2385,151752.0
2386,137052.0
2387,132478.0
2388,101617.0
2389,128690.0
2390,136550.0
2391,133672.0
2392,112902.0
2393,156807.0
2394,143377.0
2395,185780.0
2396,144872.0
2397,202733.0
2398,120067.0
2399,61339.0
2400,62219.0
2401,117106.0
2402,132570.0
2403,132295.0
2404,148399.0
2405,156725.0
2406,132599.0
2407,129873.0
2408,135741.0
2409,130918.0
2410,166389.0
2411,121172.0
2412,157660.0
2413,131627.0
2414,134080.0
2415,128247.0
2416,128441.0
2417,128150.0
2418,126127.0
2419,127213.0
2420,125101.0
2421,145520.0
2422,114416.0
2423,124999.0
2424,149341.0
2425,151623.0
2426,129561.0
2427,137119.0
2428,173458.0
2429,114814.0
2430,129254.0
2431,115294.0
2432,134572.0
2433,140028.0
2434,140370.0
2435,149163.0
2436,101542.0
2437,113370.0
2438,122714.0
2439,109260.0
2440,123866.0
2441,108100.0
2442,106319.0
2443,112673.0
2444,123213.0
2445,87040.0
2446,125397.0
2447,188395.0
2448,135317.0
2449,115036.0
2450,152952.0
2451,123681.0
2452,216115.0
